CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
5004908,Jaraguari,50,Mato Grosso do Sul,0.359,0.569,0.686,0.119,3128,0.503,0.608,0.737,0.284,3189,0.664,0.668,0.827,0.530,2802,JARAGUARI
5005004,Jardim,50,Mato Grosso do Sul,0.473,0.606,0.671,0.260,1224,0.590,0.692,0.741,0.400,1754,0.712,0.718,0.845,0.595,1546,JARDIM
5005103,Jateí,50,Mato Grosso do Sul,0.404,0.507,0.662,0.197,2427,0.560,0.576,0.754,0.405,2338,0.708,0.716,0.857,0.579,1665,JATEÍ
5005152,Juti,50,Mato Grosso do Sul,0.353,0.511,0.670,0.128,3232,0.480,0.577,0.712,0.269,3498,0.623,0.646,0.770,0.485,3631,JUTI
5005202,Ladário,50,Mato Grosso do Sul,0.503,0.551,0.712,0.324,745,0.605,0.648,0.771,0.443,1472,0.704,0.687,0.822,0.618,1776,LADÁRIO
5005251,Laguna Carapã,50,Mato Grosso do Sul,0.363,0.568,0.704,0.120,3071,0.535,0.651,0.767,0.307,2742,0.672,0.676,0.822,0.545,2621,LAGUNA CARAPÃ
5005400,Maracaju,50,Mato Grosso do Sul,0.480,0.641,0.712,0.243,1108,0.597,0.660,0.792,0.408,1623,0.736,0.744,0.873,0.613,876,MARACAJU
5005608,Miranda,50,Mato Grosso do Sul,0.389,0.556,0.639,0.166,2668,0.500,0.595,0.708,0.297,3226,0.632,0.638,0.782,0.507,3448,MIRANDA
5005681,Mundo Novo,50,Mato Grosso do Sul,0.470,0.598,0.716,0.242,1270,0.585,0.646,0.754,0.411,1859,0.686,0.707,0.808,0.565,2282,MUNDO NOVO
5005707,Naviraí,50,Mato Grosso do Sul,0.446,0.609,0.716,0.203,1675,0.572,0.646,0.754,0.385,2111,0.700,0.715,0.803,0.597,1904,NAVIRAÍ
5005806,Nioaque,50,Mato Grosso do Sul,0.360,0.532,0.697,0.126,3117,0.504,0.579,0.745,0.296,3173,0.639,0.658,0.822,0.483,3312,NIOAQUE
5006002,Nova Alvorada do Sul,50,Mato Grosso do Sul,0.360,0.622,0.664,0.113,3117,0.539,0.655,0.723,0.331,2683,0.694,0.746,0.809,0.554,2078,NOVA ALVORADA DO SUL
5006200,Nova Andradina,50,Mato Grosso do Sul,0.456,0.596,0.707,0.225,1489,0.630,0.668,0.801,0.468,985,0.721,0.716,0.850,0.616,1266,NOVA ANDRADINA
5006259,Novo Horizonte do Sul,50,Mato Grosso do Sul,0.242,0.474,0.647,0.046,5071,0.494,0.548,0.744,0.296,3314,0.649,0.656,0.798,0.523,3136,NOVO HORIZONTE DO SUL
5006275,Paraíso das Águas,50,Mato Grosso do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PARAÍSO DAS ÁGUAS
5006309,Paranaíba,50,Mato Grosso do Sul,0.468,0.638,0.695,0.231,1302,0.591,0.686,0.752,0.400,1735,0.721,0.727,0.823,0.627,1266,PARANAÍBA
5006358,Paranhos,50,Mato Grosso do Sul,0.336,0.523,0.635,0.114,3497,0.441,0.544,0.735,0.214,4079,0.588,0.566,0.811,0.444,4444,PARANHOS
5006408,Pedro Gomes,50,Mato Grosso do Sul,0.403,0.575,0.653,0.174,2449,0.515,0.605,0.744,0.303,3034,0.671,0.672,0.801,0.562,2642,PEDRO GOMES
5006606,Ponta Porã,50,Mato Grosso do Sul,0.495,0.662,0.721,0.254,848,0.600,0.670,0.774,0.416,1570,0.701,0.708,0.812,0.598,1866,PONTA PORÃ
5006903,Porto Murtinho,50,Mato Grosso do Sul,0.347,0.521,0.639,0.125,3320,0.501,0.601,0.727,0.288,3214,0.666,0.677,0.830,0.526,2759,PORTO MURTINHO
5007109,Ribas do Rio Pardo,50,Mato Grosso do Sul,0.383,0.615,0.691,0.132,2762,0.514,0.629,0.761,0.284,3053,0.664,0.681,0.830,0.519,2802,RIBAS DO RIO PARDO
5007208,Rio Brilhante,50,Mato Grosso do Sul,0.475,0.654,0.665,0.246,1197,0.584,0.658,0.772,0.393,1879,0.715,0.720,0.861,0.590,1454,RIO BRILHANTE
5007307,Rio Negro,50,Mato Grosso do Sul,0.404,0.539,0.689,0.178,2427,0.580,0.616,0.772,0.410,1957,0.709,0.702,0.869,0.585,1638,RIO NEGRO
5007406,Rio Verde de Mato Grosso,50,Mato Grosso do Sul,0.425,0.576,0.689,0.193,2051,0.552,0.634,0.773,0.344,2467,0.673,0.686,0.852,0.521,2598,RIO VERDE DE MATO GROSSO
5007505,Rochedo,50,Mato Grosso do Sul,0.362,0.541,0.686,0.128,3094,0.542,0.616,0.727,0.355,2633,0.651,0.676,0.830,0.491,3090,ROCHEDO
5007554,Santa Rita do Pardo,50,Mato Grosso do Sul,0.295,0.570,0.664,0.068,4241,0.514,0.600,0.737,0.307,3053,0.642,0.655,0.800,0.505,3254,SANTA RITA DO PARDO
5007695,São Gabriel do Oeste,50,Mato Grosso do Sul,0.526,0.691,0.689,0.306,442,0.658,0.748,0.775,0.492,516,0.729,0.751,0.850,0.608,1052,SÃO GABRIEL DO OESTE
5007703,Sete Quedas,50,Mato Grosso do Sul,0.393,0.573,0.648,0.164,2615,0.512,0.653,0.708,0.291,3079,0.614,0.660,0.778,0.450,3820,SETE QUEDAS
5007802,Selvíria,50,Mato Grosso do Sul,0.386,0.597,0.677,0.142,2718,0.554,0.619,0.737,0.372,2434,0.682,0.668,0.825,0.576,2386,SELVÍRIA
5007901,Sidrolândia,50,Mato Grosso do Sul,0.453,0.600,0.717,0.216,1543,0.562,0.655,0.754,0.360,2298,0.686,0.694,0.829,0.561,2282,SIDROLÂNDIA
5007935,Sonora,50,Mato Grosso do Sul,0.384,0.624,0.711,0.128,2750,0.553,0.677,0.754,0.331,2451,0.681,0.706,0.803,0.557,2412,SONORA
5007950,Tacuru,50,Mato Grosso do Sul,0.343,0.541,0.635,0.117,3377,0.469,0.544,0.708,0.267,3651,0.593,0.615,0.782,0.434,4309,TACURU
5007976,Taquarussu,50,Mato Grosso do Sul,0.373,0.557,0.655,0.142,2923,0.510,0.572,0.712,0.325,3100,0.651,0.657,0.769,0.545,3090,TAQUARUSSU
5008008,Terenos,50,Mato Grosso do Sul,0.412,0.559,0.689,0.181,2269,0.529,0.618,0.746,0.322,2825,0.658,0.651,0.839,0.521,2946,TERENOS
5008305,Três Lagoas,50,Mato Grosso do Sul,0.505,0.633,0.670,0.303,710,0.630,0.687,0.763,0.477,985,0.744,0.752,0.849,0.645,667,TRÊS LAGOAS
5008404,Vicentina,50,Mato Grosso do Sul,0.421,0.503,0.672,0.220,2116,0.594,0.635,0.741,0.445,1681,0.711,0.689,0.835,0.626,1574,VICENTINA
5100102,Acorizal,51,Mato Grosso,0.386,0.497,0.699,0.166,2718,0.500,0.554,0.745,0.302,3226,0.628,0.594,0.816,0.510,3519,ACORIZAL
5100201,Água Boa,51,Mato Grosso,0.426,0.617,0.651,0.192,2037,0.603,0.718,0.735,0.416,1503,0.729,0.723,0.829,0.646,1052,ÁGUA BOA
5100250,Alta Floresta,51,Mato Grosso,0.391,0.581,0.675,0.153,2640,0.585,0.671,0.753,0.397,1859,0.714,0.709,0.817,0.629,1486,ALTA FLORESTA
5100300,Alto Araguaia,51,Mato Grosso,0.430,0.618,0.668,0.192,1963,0.583,0.650,0.755,0.403,1903,0.704,0.712,0.802,0.612,1776,ALTO ARAGUAIA
5100359,Alto Boa Vista,51,Mato Grosso,0.380,0.522,0.627,0.168,2804,0.496,0.583,0.696,0.300,3279,0.651,0.613,0.803,0.561,3090,ALTO BOA VISTA
5100409,Alto Garças,51,Mato Grosso,0.451,0.594,0.697,0.221,1572,0.626,0.725,0.792,0.427,1069,0.701,0.707,0.835,0.583,1866,ALTO GARÇAS
5100508,Alto Paraguai,51,Mato Grosso,0.331,0.518,0.605,0.116,3587,0.507,0.558,0.688,0.340,3133,0.638,0.612,0.784,0.541,3333,ALTO PARAGUAI
5100607,Alto Taquari,51,Mato Grosso,0.455,0.606,0.713,0.218,1513,0.634,0.757,0.792,0.425,908,0.705,0.736,0.833,0.571,1756,ALTO TAQUARI
5100805,Apiacás,51,Mato Grosso,0.386,0.592,0.667,0.146,2718,0.501,0.627,0.707,0.284,3214,0.675,0.666,0.809,0.570,2545,APIACÁS
5101001,Araguaiana,51,Mato Grosso,0.381,0.565,0.672,0.146,2794,0.552,0.620,0.738,0.368,2467,0.687,0.671,0.817,0.591,2251,ARAGUAIANA
5101209,Araguainha,51,Mato Grosso,0.424,0.588,0.698,0.186,2069,0.573,0.617,0.756,0.403,2085,0.701,0.650,0.844,0.627,1866,ARAGUAINHA
5101258,Araputanga,51,Mato Grosso,0.420,0.612,0.651,0.186,2133,0.604,0.669,0.720,0.457,1489,0.725,0.704,0.826,0.655,1154,ARAPUTANGA
5101308,Arenápolis,51,Mato Grosso,0.431,0.562,0.618,0.230,1939,0.587,0.615,0.696,0.473,1821,0.704,0.677,0.793,0.649,1776,ARENÁPOLIS
5101407,Aripuanã,51,Mato Grosso,0.410,0.663,0.659,0.158,2305,0.528,0.688,0.715,0.299,2844,0.675,0.682,0.816,0.553,2545,ARIPUANÃ
5101605,Barão de Melgaço,51,Mato Grosso,0.320,0.464,0.613,0.115,3788,0.446,0.544,0.723,0.225,3990,0.600,0.598,0.820,0.440,4144,BARÃO DE MELGAÇO
5101704,Barra do Bugres,51,Mato Grosso,0.404,0.600,0.659,0.167,2427,0.550,0.622,0.721,0.370,2497,0.693,0.684,0.818,0.595,2105,BARRA DO BUGRES
5101803,Barra do Garças,51,Mato Grosso,0.491,0.638,0.672,0.276,911,0.631,0.692,0.738,0.493,967,0.748,0.738,0.817,0.693,583,BARRA DO GARÇAS
5101852,Bom Jesus do Araguaia,51,Mato Grosso,0.223,0.522,0.667,0.032,5251,0.429,0.613,0.711,0.181,4290,0.661,0.665,0.784,0.555,2870,BOM JESUS DO ARAGUAIA
5101902,Brasnorte,51,Mato Grosso,0.396,0.628,0.711,0.139,2576,0.517,0.673,0.778,0.264,2997,0.696,0.695,0.850,0.571,2028,BRASNORTE
5102504,Cáceres,51,Mato Grosso,0.420,0.566,0.654,0.200,2133,0.586,0.645,0.751,0.415,1844,0.708,0.691,0.813,0.633,1665,CÁCERES
5102603,Campinápolis,51,Mato Grosso,0.273,0.531,0.627,0.061,4632,0.443,0.572,0.696,0.219,4048,0.538,0.597,0.803,0.324,5339,CAMPINÁPOLIS
5102637,Campo Novo do Parecis,51,Mato Grosso,0.495,0.676,0.708,0.254,848,0.595,0.709,0.748,0.397,1663,0.734,0.745,0.819,0.649,920,CAMPO NOVO DO PARECIS
5102678,Campo Verde,51,Mato Grosso,0.521,0.680,0.729,0.286,496,0.638,0.717,0.786,0.460,834,0.750,0.755,0.834,0.670,551,CAMPO VERDE
5102686,Campos de Júlio,51,Mato Grosso,0.460,0.604,0.713,0.226,1422,0.636,0.697,0.792,0.467,869,0.744,0.800,0.825,0.625,667,CAMPOS DE JÚLIO
5102694,Canabrava do Norte,51,Mato Grosso,0.263,0.599,0.610,0.050,4789,0.486,0.607,0.707,0.267,3409,0.667,0.616,0.817,0.589,2738,CANABRAVA DO NORTE
5102702,Canarana,51,Mato Grosso,0.480,0.646,0.668,0.257,1108,0.565,0.693,0.739,0.352,2245,0.693,0.735,0.825,0.549,2105,CANARANA
5102793,Carlinda,51,Mato Grosso,0.253,0.475,0.628,0.054,4941,0.484,0.561,0.707,0.285,3437,0.665,0.656,0.809,0.553,2776,CARLINDA
5102850,Castanheira,51,Mato Grosso,0.296,0.561,0.651,0.071,4217,0.489,0.605,0.751,0.257,3370,0.665,0.671,0.800,0.547,2776,CASTANHEIRA
5103007,Chapada dos Guimarães,51,Mato Grosso,0.394,0.566,0.646,0.167,2601,0.522,0.619,0.735,0.313,2935,0.688,0.677,0.833,0.578,2224,CHAPADA DOS GUIMARÃES
5103056,Cláudia,51,Mato Grosso,0.398,0.654,0.701,0.138,2536,0.563,0.685,0.767,0.340,2278,0.699,0.719,0.809,0.586,1934,CLÁUDIA
5103106,Cocalinho,51,Mato Grosso,0.328,0.565,0.651,0.096,3635,0.500,0.643,0.749,0.260,3226,0.660,0.674,0.807,0.528,2898,COCALINHO
5103205,Colíder,51,Mato Grosso,0.355,0.553,0.637,0.127,3193,0.575,0.675,0.721,0.390,2052,0.713,0.732,0.819,0.604,1514,COLÍDER
5103254,Colniza,51,Mato Grosso,0.310,0.563,0.654,0.081,3960,0.404,0.596,0.723,0.153,4704,0.611,0.633,0.815,0.443,3884,COLNIZA
5103304,Comodoro,51,Mato Grosso,0.389,0.583,0.662,0.152,2668,0.521,0.656,0.729,0.296,2947,0.689,0.687,0.840,0.567,2199,COMODORO
5103353,Confresa,51,Mato Grosso,0.287,0.475,0.654,0.076,4383,0.451,0.594,0.723,0.213,3904,0.668,0.660,0.812,0.556,2716,CONFRESA
5103361,Conquista D'Oeste,51,Mato Grosso,0.276,0.500,0.675,0.062,4587,0.456,0.539,0.753,0.234,3836,0.718,0.707,0.807,0.650,1362,CONQUISTA D'OESTE
5103379,Cotriguaçu,51,Mato Grosso,0.383,0.548,0.668,0.154,2762,0.470,0.583,0.728,0.244,3636,0.601,0.623,0.825,0.423,4123,COTRIGUAÇU
5103403,Cuiabá,51,Mato Grosso,0.569,0.698,0.708,0.372,114,0.692,0.756,0.761,0.577,172,0.785,0.800,0.834,0.726,92,CUIABÁ
5103437,Curvelândia,51,Mato Grosso,0.329,0.479,0.618,0.120,3619,0.530,0.594,0.723,0.346,2809,0.690,0.658,0.811,0.615,2182,CURVELÂNDIA
5103452,Denise,51,Mato Grosso,0.372,0.528,0.653,0.149,2944,0.564,0.639,0.711,0.395,2263,0.683,0.672,0.802,0.590,2359,DENISE
5103502,Diamantino,51,Mato Grosso,0.513,0.678,0.708,0.282,605,0.636,0.694,0.769,0.483,869,0.718,0.714,0.831,0.625,1362,DIAMANTINO
5103601,Dom Aquino,51,Mato Grosso,0.458,0.558,0.653,0.263,1458,0.555,0.612,0.714,0.392,2419,0.690,0.687,0.806,0.593,2182,DOM AQUINO
5103700,Feliz Natal,51,Mato Grosso,0.356,0.715,0.659,0.096,3171,0.515,0.726,0.720,0.261,3034,0.692,0.737,0.819,0.548,2134,FELIZ NATAL
5103809,Figueirópolis D'Oeste,51,Mato Grosso,0.366,0.554,0.613,0.144,3037,0.576,0.644,0.688,0.432,2031,0.679,0.665,0.786,0.599,2462,FIGUEIRÓPOLIS D'OESTE
5103858,Gaúcha do Norte,51,Mato Grosso,0.183,0.461,0.697,0.019,5458,0.510,0.673,0.771,0.256,3100,0.615,0.658,0.847,0.418,3796,GAÚCHA DO NORTE
5103908,General Carneiro,51,Mato Grosso,0.364,0.472,0.644,0.159,3058,0.486,0.563,0.729,0.279,3409,0.670,0.645,0.820,0.569,2663,GENERAL CARNEIRO
5103957,Glória D'Oeste,51,Mato Grosso,0.355,0.600,0.651,0.115,3193,0.574,0.683,0.723,0.382,2067,0.710,0.684,0.823,0.636,1595,GLÓRIA D'OESTE
5104104,Guarantã do Norte,51,Mato Grosso,0.357,0.598,0.646,0.118,3156,0.530,0.674,0.725,0.305,2809,0.703,0.692,0.826,0.609,1811,GUARANTÃ DO NORTE
5104203,Guiratinga,51,Mato Grosso,0.432,0.588,0.654,0.210,1922,0.588,0.639,0.767,0.414,1796,0.705,0.677,0.813,0.637,1756,GUIRATINGA
5104500,Indiavaí,51,Mato Grosso,0.399,0.597,0.651,0.163,2516,0.517,0.620,0.756,0.295,2997,0.661,0.645,0.841,0.533,2870,INDIAVAÍ
5104526,Ipiranga do Norte,51,Mato Grosso,0.280,0.676,0.689,0.047,4515,0.603,0.707,0.753,0.411,1503,0.727,0.742,0.807,0.642,1107,IPIRANGA DO NORTE
5104542,Itanhangá,51,Mato Grosso,0.392,0.580,0.711,0.146,2625,0.506,0.695,0.778,0.240,3147,0.710,0.699,0.856,0.597,1595,ITANHANGÁ
5104559,Itaúba,51,Mato Grosso,0.374,0.613,0.637,0.134,2897,0.511,0.661,0.720,0.281,3089,0.690,0.714,0.809,0.569,2182,ITAÚBA
5104609,Itiquira,51,Mato Grosso,0.405,0.547,0.701,0.173,2402,0.541,0.665,0.790,0.301,2652,0.693,0.694,0.812,0.591,2105,ITIQUIRA
5104807,Jaciara,51,Mato Grosso,0.495,0.623,0.701,0.277,848,0.634,0.668,0.790,0.483,908,0.735,0.728,0.833,0.655,897,JACIARA
5104906,Jangada,51,Mato Grosso,0.308,0.504,0.613,0.095,4009,0.496,0.553,0.711,0.310,3279,0.630,0.567,0.805,0.549,3487,JANGADA
5105002,Jauru,51,Mato Grosso,0.314,0.487,0.624,0.102,3895,0.500,0.573,0.707,0.308,3226,0.673,0.668,0.812,0.563,2598,JAURU
5105101,Juara,51,Mato Grosso,0.385,0.564,0.673,0.150,2739,0.572,0.691,0.755,0.358,2111,0.682,0.699,0.836,0.543,2386,JUARA
5105150,Juína,51,Mato Grosso,0.403,0.634,0.639,0.162,2449,0.560,0.686,0.736,0.347,2338,0.716,0.733,0.845,0.593,1427,JUÍNA
5105176,Juruena,51,Mato Grosso,0.467,0.653,0.711,0.219,1324,0.540,0.650,0.744,0.326,2668,0.662,0.647,0.797,0.563,2846,JURUENA
5105200,Juscimeira,51,Mato Grosso,0.431,0.611,0.662,0.198,1939,0.568,0.626,0.762,0.384,2195,0.714,0.678,0.842,0.637,1486,JUSCIMEIRA
5105234,Lambari D'Oeste,51,Mato Grosso,0.262,0.456,0.624,0.063,4803,0.472,0.578,0.688,0.264,3609,0.627,0.670,0.787,0.467,3534,LAMBARI D'OESTE
5105259,Lucas do Rio Verde,51,Mato Grosso,0.549,0.694,0.748,0.319,249,0.658,0.730,0.805,0.485,516,0.768,0.766,0.833,0.710,249,LUCAS DO RIO VERDE
5105309,Luciara,51,Mato Grosso,0.352,0.555,0.598,0.131,3244,0.534,0.556,0.688,0.397,2755,0.676,0.617,0.788,0.634,2524,LUCIARA
5105507,Vila Bela da Santíssima Trindade,51,Mato Grosso,0.328,0.578,0.652,0.094,3635,0.502,0.638,0.762,0.260,3203,0.645,0.644,0.843,0.495,3201,VILA BELA DA SANTÍSSIMA TRINDADE
5105580,Marcelândia,51,Mato Grosso,0.384,0.620,0.701,0.130,2750,0.573,0.709,0.762,0.348,2085,0.701,0.700,0.813,0.604,1866,MARCELÂNDIA
5105606,Matupá,51,Mato Grosso,0.442,0.666,0.639,0.203,1745,0.564,0.665,0.714,0.378,2263,0.716,0.706,0.824,0.631,1427,MATUPÁ
5105622,Mirassol D'Oeste,51,Mato Grosso,0.442,0.631,0.637,0.215,1745,0.582,0.648,0.720,0.422,1916,0.704,0.723,0.816,0.592,1776,MIRASSOL D'OESTE
5105903,Nobres,51,Mato Grosso,0.423,0.580,0.644,0.203,2083,0.538,0.602,0.723,0.357,2699,0.699,0.675,0.827,0.611,1934,NOBRES
5106000,Nortelândia,51,Mato Grosso,0.420,0.538,0.611,0.225,2133,0.567,0.576,0.702,0.451,2211,0.702,0.653,0.793,0.668,1842,NORTELÂNDIA
5106109,Nossa Senhora do Livramento,51,Mato Grosso,0.359,0.484,0.683,0.140,3128,0.464,0.552,0.736,0.246,3714,0.638,0.600,0.820,0.529,3333,NOSSA SENHORA DO LIVRAMENTO
5106158,Nova Bandeirantes,51,Mato Grosso,0.355,0.581,0.662,0.116,3193,0.434,0.572,0.762,0.188,4199,0.650,0.696,0.842,0.469,3115,NOVA BANDEIRANTES
5106174,Nova Nazaré,51,Mato Grosso,0.250,0.435,0.651,0.055,4974,0.463,0.561,0.711,0.249,3730,0.595,0.621,0.793,0.427,4255,NOVA NAZARÉ
5106182,Nova Lacerda,51,Mato Grosso,0.292,0.486,0.627,0.082,4297,0.464,0.647,0.720,0.214,3714,0.636,0.643,0.825,0.485,3378,NOVA LACERDA
5106190,Nova Santa Helena,51,Mato Grosso,0.343,0.623,0.698,0.093,3377,0.497,0.603,0.753,0.270,3262,0.714,0.745,0.809,0.603,1486,NOVA SANTA HELENA
5106208,Nova Brasilândia,51,Mato Grosso,0.365,0.520,0.697,0.134,3047,0.516,0.581,0.766,0.309,3011,0.651,0.673,0.845,0.485,3090,NOVA BRASILÂNDIA
5106216,Nova Canaã do Norte,51,Mato Grosso,0.331,0.540,0.637,0.105,3587,0.484,0.629,0.722,0.250,3437,0.686,0.692,0.815,0.572,2282,NOVA CANAÃ DO NORTE
5106224,Nova Mutum,51,Mato Grosso,0.432,0.640,0.701,0.180,1922,0.640,0.724,0.767,0.471,797,0.758,0.773,0.837,0.673,400,NOVA MUTUM
5106232,Nova Olímpia,51,Mato Grosso,0.403,0.604,0.631,0.172,2449,0.524,0.625,0.736,0.312,2902,0.682,0.704,0.804,0.561,2386,NOVA OLÍMPIA
5106240,Nova Ubiratã,51,Mato Grosso,0.411,0.701,0.713,0.139,2289,0.515,0.698,0.786,0.249,3034,0.669,0.694,0.816,0.529,2691,NOVA UBIRATÃ
5106257,Nova Xavantina,51,Mato Grosso,0.444,0.593,0.672,0.219,1715,0.587,0.656,0.735,0.419,1821,0.704,0.713,0.800,0.613,1776,NOVA XAVANTINA
5106265,Novo Mundo,51,Mato Grosso,0.273,0.569,0.639,0.056,4632,0.492,0.614,0.707,0.274,3340,0.674,0.652,0.815,0.577,2573,NOVO MUNDO
5106273,Novo Horizonte do Norte,51,Mato Grosso,0.345,0.505,0.631,0.129,3345,0.524,0.578,0.729,0.342,2902,0.664,0.652,0.820,0.548,2802,NOVO HORIZONTE DO NORTE
5106281,Novo São Joaquim,51,Mato Grosso,0.355,0.564,0.644,0.123,3193,0.511,0.658,0.735,0.276,3089,0.649,0.658,0.819,0.507,3136,NOVO SÃO JOAQUIM
5106299,Paranaíta,51,Mato Grosso,0.353,0.591,0.631,0.118,3232,0.516,0.651,0.723,0.292,3011,0.672,0.677,0.809,0.555,2621,PARANAÍTA
5106307,Paranatinga,51,Mato Grosso,0.334,0.568,0.637,0.103,3528,0.544,0.668,0.721,0.334,2597,0.667,0.679,0.820,0.532,2738,PARANATINGA
5106315,Novo Santo Antônio,51,Mato Grosso,0.278,0.504,0.708,0.060,4549,0.373,0.470,0.769,0.144,5128,0.653,0.640,0.829,0.526,3055,NOVO SANTO ANTÔNIO
5106372,Pedra Preta,51,Mato Grosso,0.407,0.604,0.701,0.159,2360,0.565,0.630,0.745,0.385,2245,0.679,0.672,0.812,0.573,2462,PEDRA PRETA
5106422,Peixoto de Azevedo,51,Mato Grosso,0.380,0.674,0.667,0.122,2804,0.502,0.682,0.707,0.263,3203,0.649,0.691,0.761,0.521,3136,PEIXOTO DE AZEVEDO
5106455,Planalto da Serra,51,Mato Grosso,0.296,0.470,0.683,0.081,4217,0.492,0.582,0.748,0.273,3340,0.656,0.615,0.813,0.565,2986,PLANALTO DA SERRA
5106505,Poconé,51,Mato Grosso,0.419,0.593,0.613,0.203,2151,0.528,0.562,0.711,0.368,2844,0.652,0.643,0.806,0.534,3070,POCONÉ
5106653,Pontal do Araguaia,51,Mato Grosso,0.384,0.578,0.689,0.142,2750,0.607,0.641,0.786,0.443,1429,0.734,0.691,0.816,0.702,920,PONTAL DO ARAGUAIA
5106703,Ponte Branca,51,Mato Grosso,0.430,0.548,0.659,0.220,1963,0.563,0.589,0.756,0.401,2278,0.686,0.684,0.806,0.585,2282,PONTE BRANCA
5106752,Pontes E Lacerda,51,Mato Grosso,0.383,0.629,0.675,0.132,2762,0.548,0.662,0.762,0.327,2529,0.703,0.711,0.807,0.605,1811,PONTES E LACERDA
5106778,Porto Alegre do Norte,51,Mato Grosso,0.297,0.478,0.618,0.089,4205,0.519,0.635,0.702,0.314,2976,0.673,0.647,0.803,0.587,2598,PORTO ALEGRE DO NORTE
5106802,Porto dos Gaúchos,51,Mato Grosso,0.384,0.548,0.659,0.157,2750,0.585,0.648,0.751,0.412,1859,0.685,0.703,0.815,0.561,2309,PORTO DOS GAÚCHOS
5106828,Porto Esperidião,51,Mato Grosso,0.327,0.559,0.624,0.100,3653,0.478,0.615,0.696,0.255,3527,0.652,0.666,0.795,0.523,3070,PORTO ESPERIDIÃO
5106851,Porto Estrela,51,Mato Grosso,0.224,0.437,0.598,0.043,5246,0.404,0.537,0.702,0.175,4704,0.599,0.571,0.804,0.467,4167,PORTO ESTRELA
5107008,Poxoréo,51,Mato Grosso,0.396,0.557,0.701,0.159,2576,0.554,0.615,0.776,0.357,2434,0.678,0.653,0.832,0.573,2481,POXORÉU
5107040,Primavera do Leste,51,Mato Grosso,0.507,0.688,0.701,0.271,682,0.637,0.726,0.775,0.460,849,0.752,0.774,0.843,0.653,508,PRIMAVERA DO LESTE
5107065,Querência,51,Mato Grosso,0.409,0.586,0.673,0.173,2323,0.541,0.661,0.736,0.325,2652,0.692,0.701,0.837,0.565,2134,QUERÊNCIA
5107107,São José dos Quatro Marcos,51,Mato Grosso,0.400,0.569,0.659,0.171,2503,0.571,0.602,0.745,0.415,2135,0.719,0.707,0.816,0.643,1331,SÃO JOSÉ DOS QUATRO MARCOS
5107156,Reserva do Cabaçal,51,Mato Grosso,0.366,0.494,0.628,0.158,3037,0.548,0.560,0.696,0.423,2529,0.676,0.642,0.799,0.603,2524,RESERVA DO CABAÇAL
5107180,Ribeirão Cascalheira,51,Mato Grosso,0.354,0.572,0.651,0.119,3217,0.492,0.621,0.725,0.265,3340,0.670,0.668,0.831,0.542,2663,RIBEIRÃO CASCALHEIRA
5107198,Ribeirãozinho,51,Mato Grosso,0.343,0.517,0.653,0.120,3377,0.573,0.651,0.711,0.406,2085,0.692,0.694,0.802,0.595,2134,RIBEIRÃOZINHO
5107206,Rio Branco,51,Mato Grosso,0.403,0.572,0.626,0.183,2449,0.539,0.601,0.725,0.360,2683,0.707,0.701,0.817,0.617,1696,RIO BRANCO
5107248,Santa Carmem,51,Mato Grosso,0.484,0.669,0.729,0.232,1030,0.579,0.685,0.786,0.361,1973,0.715,0.703,0.827,0.628,1454,SANTA CARMEM
5107263,Santo Afonso,51,Mato Grosso,0.340,0.572,0.652,0.105,3430,0.530,0.574,0.729,0.355,2809,0.689,0.655,0.834,0.599,2199,SANTO AFONSO
5107297,São José do Povo,51,Mato Grosso,0.348,0.520,0.653,0.124,3303,0.515,0.578,0.711,0.333,3034,0.661,0.630,0.793,0.577,2870,SÃO JOSÉ DO POVO
5107305,São José do Rio Claro,51,Mato Grosso,0.443,0.664,0.701,0.187,1731,0.562,0.663,0.762,0.352,2298,0.682,0.689,0.841,0.548,2386,SÃO JOSÉ DO RIO CLARO
5107354,São José do Xingu,51,Mato Grosso,0.296,0.618,0.646,0.065,4217,0.497,0.611,0.725,0.277,3262,0.657,0.703,0.828,0.487,2964,SÃO JOSÉ DO XINGU
5107404,São Pedro da Cipa,51,Mato Grosso,0.365,0.596,0.618,0.132,3047,0.563,0.615,0.711,0.408,2278,0.660,0.654,0.790,0.556,2898,SÃO PEDRO DA CIPA
5107578,Rondolândia,51,Mato Grosso,0.204,0.449,0.653,0.029,5373,0.403,0.541,0.714,0.170,4713,0.640,0.619,0.800,0.530,3291,RONDOLÂNDIA
5107602,Rondonópolis,51,Mato Grosso,0.480,0.647,0.669,0.256,1108,0.638,0.694,0.761,0.492,834,0.755,0.749,0.823,0.698,453,RONDONÓPOLIS
5107701,Rosário Oeste,51,Mato Grosso,0.359,0.521,0.644,0.138,3128,0.534,0.583,0.745,0.351,2755,0.650,0.653,0.807,0.520,3115,ROSÁRIO OESTE
5107743,Santa Cruz do Xingu,51,Mato Grosso,0.397,0.642,0.708,0.138,2554,0.509,0.671,0.769,0.256,3111,0.684,0.704,0.828,0.550,2332,SANTA CRUZ DO XINGU
